id,title,current_period_id,proposed_period_id,status,note
cristo-morto-angeli-rosso-fiorentino,Cristo morto tra gli angeli,manierismo,primo-manierismo-fiorentino,assegnato,"Rosso Fiorentino, opera del periodo toscano pre-romano (Volterra/Citta' di Castello/Sansepolcro, 1525-1526): rientra nel Primo Manierismo fiorentino."
cristo-pantocratore-cappella-palatina,Cristo Pantocratore (catino absidale della Cappella Palatina),arte-bizantina,romanico-normanno-siciliano,assegnato,"Mosaico della Cappella Palatina: coerente con la classificazione dell'edificio e del suo ciclo musivo, già in romanico-normanno-siciliano."
cristo-pantocratore-cefalù,Cristo Pantocratore (catino absidale della cattedrale di Cefalù),arte-bizantina,romanico-normanno-siciliano,assegnato,"Mosaico della cattedrale di Cefalù: coerente con la classificazione dell'edificio (cattedrale-cefalù), già in romanico-normanno-siciliano."
cristo-pantocratore-monreale,Cristo Pantocratore (catino absidale della cattedrale di Monreale),arte-bizantina,romanico-normanno-siciliano,assegnato,Mosaico della cattedrale di Monreale: coerente con la classificazione dell'edificio e del ciclo musivo (già in romanico-normanno-siciliano).
cristo-risorto-bramantino,Cristo risorto (Uomo dei dolori),rinascimento-maturo-italia-settentrionale,sforzesco,assegnato,Bramantino attivo a Milano presso la corte sforzesca (1490 circa): 'sforzesco' è più specifico e cronologicamente più coerente della corrente generica nord-italiana.
crocefissione-portale-bronzeo-san-zeno,Crocefissione (formella del portale bronzeo),romanico,romanico-italiano,assegnato,Formella del portale di San Zeno a Verona (meta XI sec.): rientra nella corrente Romanico italiano.
crocifissione,Crocifissione,,quattrocento,assegnato,"Antonello da Messina, Crocifissione (ca. 1475): nessuna scuola siciliana esiste in albero per questo pittore itinerante; si assegna la corrente generica 'Quattrocento' (Londra è la sede museale attuale)."
crocifissione-polittico-pisa,Crocifissione (pannello superiore del Polittico di Pisa),quattrocento,umanesimo-fiorentino,assegnato,"Pannello del Polittico di Pisa di Masaccio: la citta indicata (Napoli) e la sede museale attuale, non il luogo di produzione; opera del maestro fondatore del Rinascimento fiorentino, non esiste una scuola pisana per questo periodo."
crocifissione-tintoretto-scuola-san-rocco,Crocifissione,manierismo,scuola-veneziana,assegnato,"Tintoretto, Scuola Grande di San Rocco a Venezia: pittura veneziana matura."
crocifisso-bronzo-sant-antonio-padova,Crocifisso (sull'altare della basilica di Sant'Antonio),quattrocento,rinascimento-padano,assegnato,Donatello a Padova (Basilica del Santo): la scuola esistente 'Rinascimento padano' (1440-1510) corrisponde esattamente a luogo e datazione.
crocifisso-santa-croce-brunelleschi,Crocifisso di Santa Croce,quattrocento,umanesimo-fiorentino,assegnato,"Crocifisso di Brunelleschi a Santa Croce, Firenze (1406-1408): per coerenza con il crocifisso 'gemello' di Donatello dello stesso contesto, già in umanesimo-fiorentino, si scende dal generico quattrocento alla scuola specifica."
cupola-santa-maria-del-fiore,Cupola della cattedrale di Santa Maria del Fiore,quattrocento,umanesimo-fiorentino,assegnato,"Cupola del Brunelleschi (e Ghiberti) a Firenze (1418-1436): opera capitale del rinascimento fiorentino, si scende dal generico quattrocento alla scuola specifica."
david-bronzo-donatello,David vittorioso su Golia (o Ermes vittorioso su Argo),quattrocento,umanesimo-fiorentino,assegnato,"Donatello, bronzo per i Medici, Firenze: scuola piu specifica del generico Quattrocento."
decorazione-della-camera-degli-sposi,Decorazione della Camera degli Sposi,,rinascimento-mantovano,assegnato,"Andrea Mantegna, Camera degli Sposi, Mantova: rientra nella scuola 'Rinascimento mantovano', come le altre opere dello stesso ciclo nel lotto."
decorazione-dello-studiolo-di-belriguardo,Decorazione dello Studiolo di Belriguardo,,scuola-ferrarese,assegnato,"Angelo Maccagnino e Cosme Tura, Studiolo di Belriguardo, villa estense presso Ferrara (1447-1463): rientra nella 'Scuola ferrarese'."
deposizione-beato-angelico,Deposizione di Cristo nel sepolcro,quattrocento,umanesimo-fiorentino,assegnato,"Beato Angelico, opera fiorentina (Pala di Santa Trinita): scuola piu specifica del generico Quattrocento; citta indicata e sede museale attuale."
deposizione-cristo-croce-pietro-rimini,Deposizione di Cristo dalla croce,gotico-italiano,trecento-italiano,assegnato,"Pietro da Rimini (1325-1330 ca.): pittore giottesco romagnolo (Scuola riminese), ma unica opera dell'autore nel lotto, insufficiente per proporre una scuola dedicata; si specifica al livello Trecento italiano. Il campo 'citta' (Parigi) riflette la sede museale attuale, non il luogo di produzione."
deposizione-dalla-croce-e-compianto-sul-corpo-di-cristo,Deposizione dalla croce e Compianto sul corpo di Cristo,quattrocento,quattrocento-veneziano,assegnato,"Jacopo Bellini, pittore veneziano: rientra nella scuola 'Quattrocento veneziano' (Parigi è la sede museale attuale, Louvre)."
deposizione-di-cristo-nel-sepolcro-tiziano-1559,Deposizione di Cristo nel sepolcro,rinascimento-maturo-italia-settentrionale,scuola-veneziana,assegnato,"Tiziano, fase tarda (1559): la Scuola veneziana esistente (1450-1580) e' collocazione piu' specifica e cronologicamente piu' adeguata rispetto a 'rinascimento-maturo-italia-settentrionale' (1490-1550)."
deposizione-nel-sepolcro-padova,Deposizione di Cristo nel sepolcro,quattrocento,rinascimento-padano,assegnato,"Donatello, rilievo per l'Altare del Santo, Padova: scuola esistente compatibile."
deposizione-volterra-rosso-fiorentino,Deposizione di Volterra,manierismo,primo-manierismo-fiorentino,assegnato,"Rosso Fiorentino, Deposizione di Volterra, 1521: fase toscana pre-romana del pittore, rientra nella finestra del Primo Manierismo fiorentino."
duomo-di-milano,Duomo di Milano,tardogotico,gotico-cortese,assegnato,"Cantiere del Duomo di Milano (iniziato nel 1386, Italia settentrionale), promosso dai Visconti con maestranze internazionali: rientra nella corrente Gotico cortese, più specifica del generico Tardogotico."
erezione-serpente-bronzo-tintoretto,Erezione del serpente di bronzo,manierismo,scuola-veneziana,assegnato,"Tintoretto, Scuola Grande di San Rocco a Venezia: pittura veneziana matura."
facciata-della-cattedrale-di-bergamo,Facciata della Cattedrale di Bergamo,,umanesimo-lombardo,assegnato,"Facciata del Duomo di Bergamo (progetto Filarete 1456, completamento fino al 1481): Bergamo è esplicitamente inclusa fra le regioni della scuola 'Umanesimo lombardo', più pertinente della generica corrente 'quattrocento' o della scuola 'sforzesco' (Bergamo non fu territorio sforzesco ma veneziano)."
facciata-duomo-orvieto,Facciata della cattedrale di Santa Maria Assunta di Orvieto,gotico-italiano,trecento-italiano,assegnato,"Lorenzo Maitani, facciata del Duomo di Orvieto (dal 1308): opera di un solo autore ma senza altri lavori dello stesso nel lotto per giustificare una scuola dedicata; si specifica comunque al livello Trecento italiano, piu accurato del generico Gotico italiano."
facciata-san-michele-pavia,Facciata della chiesa di San Michele,romanico,romanico-italiano,assegnato,Facciata della stessa chiesa pavese: rientra nella corrente Romanico italiano.
facciata-santa-maria-novella,Facciata della basilica di Santa Maria Novella,quattrocento,rinascimento-fiorentino,assegnato,"Facciata albertiana a Firenze, Rinascimento fiorentino."
fanciulle-al-bagno-luini,Fanciulle al bagno,rinascimento-maturo-italia-settentrionale,sforzesco,assegnato,"Bernardino Luini a Milano, 1524: rientra nella scuola del Periodo sforzesco (Milano, Lombardia, 1450-1535)."
fibula-visigota-aquila,Fibula visigota a forma di aquila,eta-longobarda,alto-medioevo,assegnato,"Fibula visigota di Madrid: si tratta di arte visigota di Spagna, non longobarda; nell'albero non esiste una corrente dedicata ai Visigoti, quindi si risale all'epoca corretta Alto Medioevo invece di lasciarla erroneamente sotto Eta longobarda."
fuga-in-egitto,Fuga in Egitto,,scuola-ferrarese,assegnato,Cosme Tura: rientra nella 'Scuola ferrarese' (New York è la sede museale attuale).
gesta-theodorici-miniatura-cassiodoro,Gesta Theodorici Regis (frontespizio raffigurante Cassiodoro),eta-carolingia,romanico,assegnato,"La datazione indicata (1170-1185 circa) è incompatibile con l'età carolingia (768-900); in assenza di informazioni su origine e bottega si ricolloca nell'epoca romanico, coerente con gli anni indicati."
gioco-palle-neve-torre-aquila,Gioco con le palle di neve (particolare del Ciclo dei Mesi),tardogotico,gotico-cortese,assegnato,"Stesso ciclo di Maestro Wenceslao a Trento (1390-1400, Italia settentrionale): rientra nella corrente Gotico cortese."
giove-scaccia-vizi-veronese,Giove scaccia i Vizi,manierismo,scuola-veneziana,assegnato,"Paolo Veronese, pittura veneziana matura; 'citta' indica la sede attuale (Louvre), ma l'opera appartiene alla produzione veneziana del pittore."
giuditta-e-oloferne,Giuditta e Oloferne (statua),quattrocento,rinascimento-fiorentino,assegnato,"Statua di Donatello per i Medici a Firenze, rientra nel Rinascimento fiorentino."
giuditta-oloferne-donatello,Giuditta e Oloferne,rinascimento,rinascimento-fiorentino,assegnato,"Stessa opera (Giuditta e Oloferne di Donatello, Firenze 1454-1457) attualmente all'epoca generica Rinascimento: va abbassata alla scuola fiorentina specifica."
grammatica-greca,Grammatica greca,,quattrocento-veneziano,assegnato,"Grammatica greca stampata da Aldo Manuzio a Venezia (1495): per luogo e data rientra nella scuola 'Quattrocento veneziano', pur trattandosi di un manufatto tipografico e non pittorico."
granchio-marino-durer,Granchio marino,rinascimento-maturo-italia-settentrionale,arte-tedesca-quattrocento,assegnato,"Disegno di Dürer (1495): pur legato al viaggio in Italia, l'artista è tedesco e la scuola 'Arte tedesca del Quattrocento' (1420-1500) è più pertinente della corrente regionale italiana nord-orientale."
grande-macelleria-carracci,Grande macelleria,barocco,manierismo,assegnato,"Annibale Carracci, La Grande Macelleria, Bologna (1582 circa): la data precede l'inizio dell'epoca 'Barocco' (1590) attualmente assegnata; si corregge risalendo alla corrente 'Manierismo' (1520-1600), più specifica e cronologicamente corretta, in assenza di una scuola bolognese dedicata ai Carracci."
guarigione-storpio-resurrezione-tabita,Guarigione dello storpio e resurrezione di Tabita,quattrocento,umanesimo-fiorentino,assegnato,"Masolino, cappella Brancacci, Firenze (1425-1426): rientra nella scuola umanesimo-fiorentino, coerente con le altre opere dell'artista nel lotto."
incisione-prevedari,Tempio in rovina (detta Incisione Prevedari),rinascimento-maturo,sforzesco,assegnato,"Disegno di Bramante inciso da Prevedari, Milano 1481: attività di Bramante alla corte sforzesca, rientra nella scuola 'Periodo sforzesco'."
incoronazione-di-spine-tiziano,L'Incoronazione di spine,rinascimento-maturo-italia-settentrionale,scuola-veneziana,assegnato,"Tiziano (dipinta a Venezia per una chiesa milanese, oggi Louvre): rientra nella scuola veneziana."
la-giustizia-volta-cappella-portogallo,La Giustizia (particolare della volta della cappella del Cardinale del Portogallo),quattrocento,rinascimento-fiorentino,assegnato,"Luca della Robbia, Cappella del Cardinale del Portogallo a San Miniato al Monte, Firenze."
la-tempesta-giorgione,La tempesta,rinascimento-maturo-italia-settentrionale,scuola-veneziana,assegnato,"Opera di Giorgione realizzata e conservata a Venezia: rientra nella scuola 'Scuola veneziana', più specifica della corrente nord-italiana."
la-vecchia-giorgione,La vecchia,rinascimento-maturo-italia-settentrionale,scuola-veneziana,assegnato,Giorgione a Venezia (1506-1508): rientra nella scuola veneziana.
lannunciazione,L'Annunciazione,,scuola-ferrarese,assegnato,Cosme Tura: rientra nella 'Scuola ferrarese' (nessuna città indicata).
liberazione-di-andromeda,Liberazione di Andromeda,rinascimento-fiorentino,rinascimento-maturo,assegnato,"Piero di Cosimo, opera datata 1510-1515: la scuola 'rinascimento-fiorentino' copre solo fino al 1500, la datazione supera quel limite; si corregge risalendo alla corrente generica, coerentemente con altre opere fiorentine di questi anni gia' trattate in lotti precedenti (es. ritratti di Agnolo Doni e Maddalena Strozzi)."
libreria-marciana-sansovino,Libreria Marciana,manierismo,scuola-veneziana,assegnato,"Jacopo Sansovino, Venezia: rientra nella scuola veneziana."
libro-dore-boucicaut,Il Maresciallo di Boucicaut prega davanti a santa Caterina (pagina del Libro d'ore),gotico-internazionale,gotico-cortese,assegnato,"Maestro del Maresciallo di Boucicaut, Parigi (1410-1415, Francia): rientra nella corrente Gotico cortese, più specifica del generico Gotico internazionale."
loggetta-san-marco-sansovino,Loggetta di San Marco,manierismo,scuola-veneziana,assegnato,"Jacopo Sansovino, Venezia: rientra nella scuola veneziana."
lotta-tra-amore-e-castita,Lotta tra Amore e Castità,rinascimento-fiorentino,rinascimento-mantovano,assegnato,"Dipinto da Perugino per lo Studiolo di Isabella d'Este nel Palazzo Ducale di Mantova: non è un'opera fiorentina, rientra nella scuola 'Rinascimento mantovano'."
maddalena,Maddalena,quattrocento,scuola-ferrarese,assegnato,"Ercole de' Roberti, opera databile al periodo ferrarese dell'artista (prima del trasferimento a Bologna nel 1486): rientra nella 'Scuola ferrarese' (Bologna è la sede museale attuale, Pinacoteca Nazionale)."
maddalena-donatello,Maddalena (dal battistero di San Giovanni a Firenze),quattrocento,rinascimento-fiorentino,assegnato,"Maddalena penitente di Donatello per il Battistero di Firenze, Rinascimento fiorentino."
maddalena-penitente,Maddalena penitente,,rinascimento-fiorentino,assegnato,"Donatello, Maddalena penitente, Battistero di Firenze (1453-1455, dopo il rientro dell'artista da Padova): rientra nella scuola 'Rinascimento fiorentino'."
madonna-bambino-altare-santo,Madonna con il Bambino,quattrocento,rinascimento-padano,assegnato,"Donatello, Altare del Santo, Padova: scuola esistente compatibile."
madonna-bambino-luca-della-robbia-metropolitan,Madonna con il Bambino,quattrocento,rinascimento-fiorentino,assegnato,"Luca della Robbia, scultore fiorentino; 'New York' e' solo l'attuale sede museale (Metropolitan Museum)."
madonna-bambino-trono-angeli-polittico-pisa,Madonna col Bambino in trono fra quattro angeli (pannello centrale del Polittico di Pisa),quattrocento,umanesimo-fiorentino,assegnato,Pannello centrale del Polittico di Pisa di Masaccio: citta indicata (Londra) e sede museale attuale; stessa logica del pannello precedente.
madonna-bambino-trono-santa-maria-antiqua,Madonna con il Bambino in trono e un angelo,arte-bizantina,eta-giustinianea,assegnato,"Icona romana datata 552-560, pienamente coerente con la corrente Eta giustinianea (Italia, 527-565), piu specifica della generica epoca Arte bizantina."
madonna-col-bambino-in-trono-con-angeli-musicanti-e-santi-pietro-e-caterina,Madonna col Bambino in trono con angeli musicanti e santi Pietro e Caterina,,scuola-veneziana,assegnato,"Giovanni Bellini, opera del 1505: supera il limite della scuola 'Quattrocento veneziano' (fino al 1500); rientra nella scuola 'Scuola veneziana' (1450-1580), più aderente alla datazione."
